Pid,Name,Family,Type,Status,Laddr.IP,Laddr.Port,Raddr.IP,Raddr.Port,Timestamp,FlowId,ClientId,Fqdn
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57334,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57336,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57338,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57340,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57342,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57344,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57346,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57350,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57354,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57379,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57381,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57383,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57385,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57389,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57395,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57397,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57399,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57401,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57403,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,57406,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58574,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58771,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58773,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58781,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58783,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58795,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58799,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58811,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58814,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,58817,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59134,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59136,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59138,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59140,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59142,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59150,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59152,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59154,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59156,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59158,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59160,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59162,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59164,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59168,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59170,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59172,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59174,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59229,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59231,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59233,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59235,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59237,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59239,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59242,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59244,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59246,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59250,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59252,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59256,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59258,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59260,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59264,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59266,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,59268,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61144,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61146,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61148,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61150,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61152,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61156,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61158,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61160,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61162,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,61333,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62635,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62637,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62639,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62641,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62717,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62719,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62723,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62738,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62742,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62746,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62750,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62752,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62754,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62756,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62760,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,62762,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,64265,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,64267,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,65031,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,65033,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,65035,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,65037,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,65041,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,49674,127.0.0.1,65043,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
7564,agentbeat.exe,IPv4,TCP,ESTAB,127.0.0.1,49728,127.0.0.1,6789,2026-01-16T07:49:22Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
1224,services.exe,IPv4,TCP,LISTEN,0.0.0.0,49731,0.0.0.0,0,2026-01-16T07:49:23Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,50473,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,50476,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,50480,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
7264,elastic-agent.exe,IPv4,TCP,ESTAB,127.0.0.1,50861,127.0.0.1,6791,2026-01-16T13:28:24Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
7264,elastic-agent.exe,IPv4,TCP,ESTAB,127.0.0.1,50864,127.0.0.1,49673,2026-01-16T13:28:24Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
15028,Velociraptor.exe,IPv4,TCP,ESTAB,127.0.0.1,50866,127.0.0.1,8000,2026-01-16T13:28:25Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
2068,msedge.exe,IPv4,TCP,ESTAB,127.0.0.1,51168,127.0.0.1,8889,2026-01-16T13:34:32Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,51764,127.0.0.1,8889,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,51824,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,51826,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,51828,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,51834,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,51839,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,51841,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,51843,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,51845,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
21800,agentbeat.exe,IPv4,TCP,ESTAB,127.0.0.1,51871,127.0.0.1,6789,2026-01-16T12:18:48Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
21792,agentbeat.exe,IPv4,TCP,ESTAB,127.0.0.1,51889,127.0.0.1,6789,2026-01-16T12:18:51Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52820,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52826,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52828,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52832,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,10.19.234.77,52833,20.42.73.26,443,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52835,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52837,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52838,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52840,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52841,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
0,,IPv4,TCP,TIME_WAIT,127.0.0.1,52843,127.0.0.1,49674,1601-01-01T00:00:00Z,F.D5L3RI10KIT42.H,C.89b5e85d8e5759ff,Shetty
